
0,95.676728,126.919178
1,252.104564,127.279000
2,355.477377,128.585275
3,317.858831,133.443907
4,407.747180,133.488768
5,226.685982,139.867323
6,295.559629,143.218430
7,103.349518,147.516384
8,460.849361,149.441384
9,488.430529,152.891853
10,325.257320,163.932557
11,618.517317,163.873034
12,486.980189,167.955886
13,561.126718,171.430217
14,216.380487,174.367510
15,139.934689,177.068162
16,282.926311,177.013758
17,499.938097,183.328007
18,391.455326,181.568213
19,104.652786,185.771577
20,193.009949,185.117486
21,340.705345,189.068369
22,619.782759,194.484219
23,168.783104,196.767764
24,559.668617,201.679803
25,376.678324,208.379777
26,581.265933,208.421471
27,336.067002,213.589758
28,220.983974,217.988082
29,551.856241,221.080096
30,82.433633,224.032845
31,483.160993,223.384180
32,116.893593,226.099771
33,237.098439,252.939023
34,193.199936,264.905409
35,245.941464,264.016386
