0	323.861
1	323.862
2	323.863
3	323.865
4	323.868
5	323.871
6	323.874
7	323.878
8	323.882
9	323.887
10	323.892
11	323.896
12	323.902
13	323.907
14	323.913
15	323.918
16	323.924
17	323.93
18	323.936
19	323.942
20	323.948
21	323.954
22	323.961
23	323.967
24	323.973
25	323.98
26	323.986
27	323.992
28	323.999
29	324.005
30	324.012
31	324.018
32	324.025
33	324.031
34	324.038
35	324.044
36	324.051
37	324.057
38	324.064
39	324.07
40	324.077
41	324.083
42	324.09
43	324.096
44	324.103
45	324.109
46	324.116
47	324.122
48	324.129
49	324.135
50	324.142
51	324.149
52	324.155
53	324.162
54	324.168
55	324.175
56	324.181
57	324.188
58	324.194
59	324.201
60	324.208
61	324.214
62	324.221
63	324.227
64	324.234
65	324.241
66	324.247
67	324.254
68	324.261
69	324.267
70	324.274
71	324.281
72	324.288
73	324.294
74	324.301
75	324.308
76	324.315
77	324.322
78	324.329
79	324.336
80	324.343
81	324.35
82	324.357
83	324.364
84	324.371
85	324.378
86	324.386
87	324.393
88	324.4
89	324.408
90	324.415
91	324.423
92	324.43
93	324.438
94	324.445
95	324.453
96	324.461
97	324.468
98	324.476
99	324.484
100	324.492
101	324.5
102	324.508
103	324.517
104	324.525
105	324.533
106	324.542
107	324.55
108	324.559
109	324.568
110	324.577
111	324.586
112	324.595
113	324.604
114	324.613
115	324.622
116	324.632
117	324.642
118	324.651
119	324.661
120	324.672
121	324.682
122	324.692
123	324.703
124	324.713
125	324.724
126	324.736
127	324.747
128	324.758
129	324.77
130	324.782
131	324.794
132	324.806
133	324.819
134	324.832
135	324.845
136	324.858
137	324.872
138	324.886
139	324.9
140	324.914
141	324.929
142	324.944
143	324.959
144	324.974
145	324.99
146	325.005
147	325.021
148	325.038
149	325.054
150	325.07
151	325.087
152	325.103
153	325.12
154	325.136
155	325.152
156	325.168
157	325.185
158	325.201
159	325.217
160	325.234
161	325.251
162	325.267
163	325.284
164	325.301
165	325.318
166	325.334
167	325.351
168	325.367
169	325.384
170	325.4
171	325.416
172	325.432
173	325.448
174	325.463
175	325.479
176	325.494
177	325.51
178	325.525
179	325.54
180	325.555
181	325.57
182	325.585
183	325.6
184	325.615
185	325.63
186	325.645
187	325.66
188	325.676
189	325.691
190	325.707
191	325.723
192	325.74
193	325.756
194	325.774
195	325.792
196	325.81
197	325.829
198	325.849
199	325.869
200	325.891
201	325.914
202	325.937
203	325.963
204	325.989
205	326.017
206	326.047
207	326.08
208	326.114
209	326.151
210	326.19
211	326.233
212	326.279
213	326.329
214	326.384
215	326.442
216	326.507
217	326.577
218	326.653
219	326.736
220	326.828
221	326.928
222	327.038
223	327.158
224	327.291
225	327.436
226	327.596
227	327.773
228	327.938
229	328.087
230	328.22
231	328.34
232	328.448
233	328.543
234	328.628
235	328.703
236	328.769
237	328.826
238	328.874
239	328.915
240	328.949
241	328.975
242	328.994
243	329.006
244	329.011
245	329.008
246	328.999
247	328.982
248	328.958
249	328.925
250	328.884
251	328.834
252	328.775
253	328.705
254	328.623
255	328.53
256	328.423
257	328.33
258	328.251
259	328.184
260	328.128
261	328.083
262	328.048
263	328.022
264	328.006
265	327.999
266	328
267	328.01
268	328.028
269	328.054
270	328.09
271	328.134
272	328.187
273	328.25
274	328.322
275	328.405
276	328.5
277	328.606
278	328.726
279	328.859
280	329.008
281	329.173
282	329.357
283	329.561
284	329.786
285	330.036
286	330.312
287	330.617
288	330.955
289	331.329
290	331.741
291	332.198
292	332.702
293	333.26
294	333.876
295	334.558
296	335.311
297	336.144
298	336.994
299	337.761
300	338.454
301	339.079
302	339.644
303	340.153
304	340.612
305	341.025
306	341.397
307	341.732
308	342.033
309	342.302
310	342.544
311	342.76
312	342.952
313	343.123
314	343.274
315	343.406
316	343.522
317	343.622
318	343.708
319	343.78
320	343.84
321	343.887
322	343.922
323	343.946
324	343.959
325	343.962
326	343.953
327	343.935
328	343.906
329	343.865
330	343.814
331	343.751
332	343.677
333	343.59
334	343.489
335	343.374
336	343.244
337	343.098
338	342.934
339	342.751
340	342.547
341	342.321
342	342.07
343	341.791
344	341.483
345	341.143
346	340.766
347	340.35
348	339.89
349	339.382
350	338.821
351	338.201
352	337.517
353	336.762
354	335.928
355	335.006
356	334.138
357	333.35
358	332.635
359	331.986
360	331.397
361	330.862
362	330.376
363	329.934
364	329.531
365	329.165
366	328.832
367	328.528
368	328.25
369	327.997
370	327.765
371	327.553
372	327.359
373	327.181
374	327.017
375	326.867
376	326.728
377	326.601
378	326.483
379	326.375
380	326.274
381	326.181
382	326.094
383	326.014
384	325.939
385	325.869
386	325.804
387	325.743
388	325.686
389	325.632
390	325.582
391	325.534
392	325.489
393	325.447
394	325.407
395	325.369
396	325.333
397	325.298
398	325.266
399	325.235
400	325.205
401	325.176
402	325.149
403	325.123
404	325.098
405	325.074
406	325.05
407	325.028
408	325.006
409	324.985
410	324.965
411	324.945
412	324.926
413	324.908
414	324.89
415	324.873
416	324.856
417	324.839
418	324.823
419	324.807
420	324.792
421	324.777
422	324.763
423	324.748
424	324.734
425	324.721
426	324.707
427	324.694
428	324.681
429	324.668
430	324.656
431	324.644
432	324.632
433	324.62
434	324.608
435	324.597
436	324.586
437	324.575
438	324.564
439	324.553
440	324.542
441	324.532
442	324.521
443	324.511
444	324.501
445	324.491
446	324.481
447	324.471
448	324.462
449	324.452
450	324.443
451	324.433
452	324.424
453	324.415
454	324.406
455	324.397
456	324.388
457	324.379
458	324.37
459	324.361
460	324.353
461	324.344
462	324.336
463	324.327
464	324.319
465	324.31
466	324.302
467	324.294
468	324.285
469	324.277
470	324.269
471	324.261
472	324.253
473	324.245
474	324.237
475	324.229
476	324.221
477	324.213
478	324.206
479	324.198
480	324.19
481	324.182
482	324.175
483	324.167
484	324.16
485	324.152
486	324.145
487	324.138
488	324.13
489	324.123
490	324.116
491	324.109
492	324.102
493	324.095
494	324.089
495	324.082
496	324.076
497	324.069
498	324.063
499	324.057
500	324.052
501	324.046
502	324.041
503	324.036
504	324.032
505	324.028
506	324.024
507	324.021
508	324.018
509	324.016
510	324.014
511	324.013
512	323.861
513	323.862
514	323.863
515	323.865
516	323.868
517	323.871
518	323.874
519	323.878
520	323.882
521	323.887
522	323.891
523	323.896
524	323.902
525	323.907
526	323.912
527	323.918
528	323.924
529	323.93
530	323.936
531	323.942
532	323.948
533	323.954
534	323.96
535	323.967
536	323.973
537	323.979
538	323.986
539	323.992
540	323.999
541	324.005
542	324.012
543	324.018
544	324.025
545	324.031
546	324.038
547	324.044
548	324.051
549	324.057
550	324.064
551	324.07
552	324.077
553	324.083
554	324.09
555	324.096
556	324.103
557	324.109
558	324.116
559	324.123
560	324.129
561	324.136
562	324.142
563	324.149
564	324.155
565	324.162
566	324.168
567	324.175
568	324.181
569	324.188
570	324.194
571	324.201
572	324.208
573	324.214
574	324.221
575	324.227
576	324.234
577	324.241
578	324.247
579	324.254
580	324.261
581	324.268
582	324.274
583	324.281
584	324.288
585	324.295
586	324.301
587	324.308
588	324.315
589	324.322
590	324.329
591	324.336
592	324.343
593	324.35
594	324.357
595	324.364
596	324.372
597	324.379
598	324.386
599	324.393
600	324.401
601	324.408
602	324.415
603	324.423
604	324.43
605	324.438
606	324.446
607	324.453
608	324.461
609	324.469
610	324.477
611	324.485
612	324.493
613	324.501
614	324.509
615	324.517
616	324.525
617	324.534
618	324.542
619	324.551
620	324.559
621	324.568
622	324.577
623	324.586
624	324.595
625	324.604
626	324.614
627	324.623
628	324.633
629	324.642
630	324.652
631	324.662
632	324.672
633	324.682
634	324.693
635	324.703
636	324.714
637	324.725
638	324.736
639	324.747
640	324.759
641	324.771
642	324.783
643	324.795
644	324.807
645	324.82
646	324.833
647	324.846
648	324.859
649	324.873
650	324.887
651	324.901
652	324.915
653	324.93
654	324.945
655	324.96
656	324.976
657	324.991
658	325.007
659	325.023
660	325.039
661	325.056
662	325.072
663	325.089
664	325.105
665	325.122
666	325.138
667	325.155
668	325.171
669	325.187
670	325.204
671	325.22
672	325.237
673	325.254
674	325.271
675	325.288
676	325.304
677	325.321
678	325.338
679	325.355
680	325.371
681	325.388
682	325.404
683	325.42
684	325.436
685	325.452
686	325.467
687	325.483
688	325.498
689	325.514
690	325.529
691	325.544
692	325.559
693	325.574
694	325.589
695	325.604
696	325.619
697	325.634
698	325.649
699	325.664
700	325.68
701	325.696
702	325.711
703	325.728
704	325.744
705	325.761
706	325.778
707	325.796
708	325.814
709	325.833
710	325.853
711	325.874
712	325.895
713	325.918
714	325.942
715	325.967
716	325.994
717	326.022
718	326.052
719	326.084
720	326.118
721	326.155
722	326.195
723	326.237
724	326.283
725	326.333
726	326.388
727	326.446
728	326.511
729	326.58
730	326.657
731	326.74
732	326.831
733	326.931
734	327.041
735	327.162
736	327.294
737	327.439
738	327.599
739	327.776
740	327.941
741	328.09
742	328.223
743	328.343
744	328.45
745	328.546
746	328.631
747	328.706
748	328.771
749	328.828
750	328.877
751	328.918
752	328.951
753	328.977
754	328.996
755	329.008
756	329.013
757	329.011
758	329.001
759	328.985
760	328.96
761	328.928
762	328.887
763	328.837
764	328.777
765	328.707
766	328.626
767	328.532
768	328.425
769	328.333
770	328.254
771	328.186
772	328.13
773	328.085
774	328.05
775	328.025
776	328.009
777	328.001
778	328.002
779	328.012
780	328.03
781	328.057
782	328.092
783	328.136
784	328.189
785	328.252
786	328.325
787	328.408
788	328.502
789	328.608
790	328.728
791	328.861
792	329.01
793	329.175
794	329.358
795	329.562
796	329.787
797	330.037
798	330.313
799	330.618
800	330.955
801	331.328
802	331.741
803	332.197
804	332.701
805	333.258
806	333.874
807	334.555
808	335.308
809	336.141
810	336.99
811	337.757
